pseudoID;submitdate;lastpage;startlanguage;seed;startdate;datestamp;refurl;timePoint;Einv;studyGroup;AppName;Bew1;Bew2;Bew3;Bew4;Bew5;Bew6;STG;Habit[Habit1];Habit[Habit2];Habit[Habit3];Habit[Habit4];Intention1[Int1];Intention2[Int2];Intention3[Int3];Att1[Att1];Att2[Att2];Att3[Att3];Att4[Att4];Att5[Att5];Norm1[Norm1];Norm2[Norm2];Norm3[Norm3];ACheck1[ACheck1];Norm4[Norm4];Norm5[Norm5];Norm6[Norm6];Control1[Con1];Control2[Con2];Control3[Con3];Control4[Con4];KIM[IntVer1];KIM[IntVer2];KIM[IntVer3];KIM[wKomp1];KIM[wKomp2];KIM[wKomp3];KIM[wWahl1];KIM[wWahl2];KIM[wWahl3];KIM[DrAn1];KIM[DrAn2];KIM[DrAn3];KIM[ACheck2];ZiMo[discat1];ZiMo[discat2];ZiMo[discat3];ZiMo[discat4];ZiMo[discat5];ZiMo[enjoy1];ZiMo[enjoy2];ZiMo[enjoy3];ZiMo[fit1];ZiMo[fit2];ZiMo[fit3];ZiMo[heal1];ZiMo[heal2];ZiMo[heal3];ZiMo[comper1];ZiMo[comper2];ZiMo[comper3];ZiMo[aes1];ZiMo[aes2];ZiMo[con1];ZiMo[con2];ZiMo[con3];ZiMo[con4];ZiMo[con5];ZiMo[figapp1];ZiMo[figapp2];ZiMo[figapp3];ZiMo[risk1];ZiMo[risk2];ZiMo[risk3];ZiMo[ACheck3];MotivComp[MotivComp1];MotivComp[MotivComp2];MotivComp[MotivComp3];MotivComp[MotivComp4];VolSelf[VolSelf1];VolSelf[VolSelf2];VolSelf[VolSelf3];ActionPlan[ActionPlan1];ActionPlan[ActionPlan2];ActionPlan[ActionPlan3];ActionPlan[ActionPlan4];Geb;Ges;Ges[other];Ethn[Eu];Ethn[Eucomment];Ethn[As];Ethn[Ascomment];Ethn[Am];Ethn[Amcomment];Ethn[Af];Ethn[Afcomment];Ethn[AuNe];Ethn[AuNecomment];Ethn[LaAa];Ethn[LaAacomment];Ethn[Noe];Ethn[Noecomment];Ethn[In];Ethn[Incomment];Ethn[other];Ethn[othercomment];Wohn;Wohn[other];Edu;Prof;Prof[other];Einko;Einko[other];Branche;AlltagAbl[AufWa];AlltagAbl[StaProf]; ;AlltagAbl[BettZeit];AlltagAbl[PausDau];AlltagAbl[FreiDau];PhoneSystem[other];AppUseGeneral;QualAppGeneral;AppUseStudy;AppUseDays;TransferAppDetail;TAM[WA1];TAM[WA2];TAM[WA3];TAM[WN1];TAM[WN2];TAM[WN3];TAM[WN4];TAM[WB1];TAM[WB2];TAM[WB3];TAM[WB4];TAM[WF1];TAM[WF2];TAM[WF3];TAM[WF4];TAM[WV1];TAM[WV2];TAM[WV3];TAM[WV4];TAM[NI1];TAM[NI2];TAM[NI3];TAM[NI4];QualPos;QualNeg;otherAppUse;QualOthApp;SystemLink;eMailValidIG;eMailValidKG;interviewtime;groupTime19488;groupTime19449;groupTime19489;groupTime19452;groupTime19451;groupTime19453;groupTime19454;groupTime19455;groupTime19456;groupTime19458;groupTime19461;groupTime19862;groupTime19863;groupTime19864;groupTime19450;groupTime19487;groupTime19486;groupTime19491;groupTime19462
9NT3W5UZ;19.03.2026 10:21;14;de;519534;19.03.2026 10:02;19.03.2026 10:21;;T1;Ja;24;;0 Tage;;0 Tage;;0 Tage;;Nein, aber ich plane in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;4;4;4;5;5;;4;7;6;7;6;7;5;4;4;;6;6;;5;4;5;5;2 - stimmt teils-teils;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;4 - stimmt völlig;;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;1 - stimmt wenig;3 - stimmt ziemlich;2 - stimmt teils-teils;;5;5;5;4;3;4;5;5;5;5;5;4;4;4;3;2;3;5;4;5;5;5;5;4;5;5;5;1;1;1;;5;5;4;4;3;3;3;3;2;2;2;1978;Männlich;;Ja;;;;;;;;;;;;;;;;;;Deutschland;;Master;Angestellt;;3000-4000 CHF;;Büro;06:45:00;10:15:00;19:30:00;22:45;34;81;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005002;;Ja;1190;;;;;;;;;;;;;;;;;;;
BIKCIDKW;19.03.2026 10:21;14;de;519534;19.03.2026 10:02;19.03.2026 10:21;;T1;Ja;24;;0 Tage;;0 Tage;;0 Tage;;Nein, aber ich plane in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;4;4;4;5;5;;4;7;6;7;6;7;5;4;4;;6;6;;5;4;5;5;2 - stimmt teils-teils;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;4 - stimmt völlig;;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;1 - stimmt wenig;3 - stimmt ziemlich;2 - stimmt teils-teils;;5;5;5;4;3;4;5;5;5;5;5;4;4;4;3;2;3;5;4;5;5;5;5;4;5;5;5;1;1;1;;5;5;4;4;3;3;3;3;2;2;2;1978;Männlich;;Ja;;;;;;;;;;;;;;;;;;Deutschland;;Master;Angestellt;;3000-4000 CHF;;Büro;06:45:00;10:15:00;19:30:00;22:45;34;81;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005002;;Ja;1190;;;;;;;;;;;;;;;;;;;
MDD4V30T;19.03.2026 13:34;11;de;593030;19.03.2026 13:22;19.03.2026 13:34;;T2;Ja;24;;0 Tage;;0 Tage;;0 Tage;;Nein, aber ich plane in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;4;4;3;4;5;5;4;7;6;7;7;7;5;5;5;;5;5;6;6;4;4;6;4 - stimmt völlig;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;1 - stimmt wenig;1 - stimmt wenig;;;4;4;5;5;1;5;5;4;;;;;;;3;2;1;4;5;5;4;5;5;5;5;5;5;3;2;3;;;5;4;;2;2;3;2;2;2;2;1978;Männlich;;;;Ja;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Angestellt;;3000-4000 CHF;;Gesundheit;05:00:00;07:15:00;18:30:00;21:30;25;176;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005202;;Ja;764;;;;;;;;;;;;;;;;;;;
9NT3W5UZ;19.03.2026 13:34;11;de;593030;19.03.2026 13:22;19.03.2026 13:34;;T2;Ja;24;;0 Tage;;0 Tage;;0 Tage;;Nein, aber ich plane in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;4;4;3;4;5;5;4;7;6;7;7;7;5;5;5;;5;5;6;6;4;4;6;4 - stimmt völlig;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;1 - stimmt wenig;1 - stimmt wenig;;;4;4;5;5;1;5;5;4;;;;;;;3;2;1;4;5;5;4;5;5;5;5;5;5;3;2;3;;;5;4;;2;2;3;2;2;2;2;1978;Männlich;;;;Ja;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Angestellt;;3000-4000 CHF;;Gesundheit;05:00:00;07:15:00;18:30:00;21:30;25;176;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005202;;Ja;764;;;;;;;;;;;;;;;;;;;
BIKCIDKW;19.03.2026 13:34;11;de;593030;19.03.2026 13:22;19.03.2026 13:34;;T2;Ja;24;;0 Tage;;0 Tage;;0 Tage;;Nein, aber ich plane in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;4;4;3;4;5;5;4;7;6;7;7;7;5;5;5;;5;5;6;6;4;4;6;4 - stimmt völlig;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;1 - stimmt wenig;1 - stimmt wenig;;;4;4;5;5;1;5;5;4;;;;;;;3;2;1;4;5;5;4;5;5;5;5;5;5;3;2;3;;;5;4;;2;2;3;2;2;2;2;1978;Männlich;;;;Ja;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Angestellt;;3000-4000 CHF;;Gesundheit;05:00:00;07:15:00;18:30:00;21:30;25;176;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005202;;Ja;764;;;;;;;;;;;;;;;;;;;
MDD4V30T;19.03.2026 16:55;11;de;241157;19.03.2026 16:42;19.03.2026 16:55;;T3;Ja;24;Studien KI-App;0 Tage;;3 Tage;23;7 Tage;36;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;5;5;;5;6;6;6;6;5;6;7;6;4;5;5;;4;4;6;7;5;6;5;4 - stimmt völlig;4 - stimmt völlig;;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;1 - stimmt wenig;0 - stimmt gar nicht;1 - stimmt wenig;;5;5;4;5;2;4;4;4;3;3;4;4;3;4;2;3;2;5;5;5;5;4;5;5;5;4;4;4;4;5;;3;4;4;4;1;4;3;2;2;2;2;1978;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Matura;Studierend;;4000-4500 CHF;;Gesundheit;06:30:00;09:00:00;19:15:00;24:45;85;74;;Nein;;Ja;6;Selten;6;6;7;5;5;5;5;5;4;6;6;4;4;6;7;5;6;7;6;5;5;5;5;Hilfreich;Zu viele Nachrichten;Nein;;SYS-005402;;Ja;833;;;;;;;;;;;;;;;;;;;
9NT3W5UZ;19.03.2026 16:55;11;de;241157;19.03.2026 16:42;19.03.2026 16:55;;T3;Ja;24;Studien KI-App;0 Tage;;3 Tage;23;7 Tage;36;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;5;5;;5;6;6;6;6;5;6;7;6;4;5;5;;4;4;6;7;5;6;5;4 - stimmt völlig;4 - stimmt völlig;;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;1 - stimmt wenig;0 - stimmt gar nicht;1 - stimmt wenig;;5;5;4;5;2;4;4;4;3;3;4;4;3;4;2;3;2;5;5;5;5;4;5;5;5;4;4;4;4;5;;3;4;4;4;1;4;3;2;2;2;2;1978;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Matura;Studierend;;4000-4500 CHF;;Gesundheit;06:30:00;09:00:00;19:15:00;24:45;85;74;;Nein;;Ja;6;Selten;6;6;7;5;5;5;5;5;4;6;6;4;4;6;7;5;6;7;6;5;5;5;5;Hilfreich;Zu viele Nachrichten;Nein;;SYS-005402;;Ja;833;;;;;;;;;;;;;;;;;;;
BIKCIDKW;19.03.2026 16:55;11;de;241157;19.03.2026 16:42;19.03.2026 16:55;;T3;Ja;24;Studien KI-App;0 Tage;;3 Tage;23;7 Tage;36;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;5;5;;5;6;6;6;6;5;6;7;6;4;5;5;;4;4;6;7;5;6;5;4 - stimmt völlig;4 - stimmt völlig;;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;1 - stimmt wenig;0 - stimmt gar nicht;1 - stimmt wenig;;5;5;4;5;2;4;4;4;3;3;4;4;3;4;2;3;2;5;5;5;5;4;5;5;5;4;4;4;4;5;;3;4;4;4;1;4;3;2;2;2;2;1978;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Matura;Studierend;;4000-4500 CHF;;Gesundheit;06:30:00;09:00:00;19:15:00;24:45;85;74;;Nein;;Ja;6;Selten;6;6;7;5;5;5;5;5;4;6;6;4;4;6;7;5;6;7;6;5;5;5;5;Hilfreich;Zu viele Nachrichten;Nein;;SYS-005402;;Ja;833;;;;;;;;;;;;;;;;;;;
NNHJ7XVG;19.03.2026 10:12;13;de;699060;19.03.2026 10:03;19.03.2026 10:12;;T1;Ja;24;;0 Tage;;1 Tag;26;4 Tage;37;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;3;4;;2;5;4;5;5;7;6;5;4;3;3;5;;2;4;3;5;6;6;6;2 - stimmt teils-teils;2 - stimmt teils-teils;1 - stimmt wenig;2 - stimmt teils-teils;1 - stimmt wenig;2 - stimmt teils-teils;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;;3 - stimmt ziemlich;1 - stimmt wenig;;4;4;3;5;3;5;4;4;2;3;2;2;3;3;3;5;3;5;5;4;5;4;4;5;5;5;5;5;4;4;;3;3;3;3;4;4;3;2;1;2;2;1986;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Deutschland;;Master;Angestellt;;3000-4000 CHF;;IT;08:45:00;09:15:00;18:15:00;21:15;87;208;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005003;;Ja;578;;;;;;;;;;;;;;;;;;;
0FN9XUY4;19.03.2026 10:12;13;de;699060;19.03.2026 10:03;19.03.2026 10:12;;T1;Ja;24;;0 Tage;;1 Tag;26;4 Tage;37;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;3;4;;2;5;4;5;5;7;6;5;4;3;3;5;;2;4;3;5;6;6;6;2 - stimmt teils-teils;2 - stimmt teils-teils;1 - stimmt wenig;2 - stimmt teils-teils;1 - stimmt wenig;2 - stimmt teils-teils;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;;3 - stimmt ziemlich;1 - stimmt wenig;;4;4;3;5;3;5;4;4;2;3;2;2;3;3;3;5;3;5;5;4;5;4;4;5;5;5;5;5;4;4;;3;3;3;3;4;4;3;2;1;2;2;1986;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Deutschland;;Master;Angestellt;;3000-4000 CHF;;IT;08:45:00;09:15:00;18:15:00;21:15;87;208;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005003;;Ja;578;;;;;;;;;;;;;;;;;;;
1IBLJH75;19.03.2026 10:12;13;de;699060;19.03.2026 10:03;19.03.2026 10:12;;T1;Ja;24;;0 Tage;;1 Tag;26;4 Tage;37;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;3;4;;2;5;4;5;5;7;6;5;4;3;3;5;;2;4;3;5;6;6;6;2 - stimmt teils-teils;2 - stimmt teils-teils;1 - stimmt wenig;2 - stimmt teils-teils;1 - stimmt wenig;2 - stimmt teils-teils;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;;3 - stimmt ziemlich;1 - stimmt wenig;;4;4;3;5;3;5;4;4;2;3;2;2;3;3;3;5;3;5;5;4;5;4;4;5;5;5;5;5;4;4;;3;3;3;3;4;4;3;2;1;2;2;1986;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Deutschland;;Master;Angestellt;;3000-4000 CHF;;IT;08:45:00;09:15:00;18:15:00;21:15;87;208;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005003;;Ja;578;;;;;;;;;;;;;;;;;;;
NNHJ7XVG;19.03.2026 13:52;16;de;593322;19.03.2026 13:23;19.03.2026 13:52;;T2;Ja;24;;0 Tage;;1 Tag;13;2 Tage;39;Nein, aber ich plane in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;1;2;2;;5;5;6;6;5;4;5;6;3;5;5;;4;5;4;6;7;5;6;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;4 - stimmt völlig;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;;2 - stimmt teils-teils;;5;5;5;5;3;3;3;3;3;4;4;5;4;4;3;4;4;4;4;4;4;4;4;4;5;4;5;4;3;4;;4;4;4;3;3;4;4;3;1;2;2;1986;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;3000-4000 CHF;;IT;05:00:00;07:00:00;17:00:00;23:00;55;156;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005203;;Ja;1742;;;;;;;;;;;;;;;;;;;
0FN9XUY4;19.03.2026 13:52;16;de;593322;19.03.2026 13:23;19.03.2026 13:52;;T2;Ja;24;;0 Tage;;1 Tag;13;2 Tage;39;Nein, aber ich plane in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;1;2;2;;5;5;6;6;5;4;5;6;3;5;5;;4;5;4;6;7;5;6;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;4 - stimmt völlig;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;;2 - stimmt teils-teils;;5;5;5;5;3;3;3;3;3;4;4;5;4;4;3;4;4;4;4;4;4;4;4;4;5;4;5;4;3;4;;4;4;4;3;3;4;4;3;1;2;2;1986;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;3000-4000 CHF;;IT;05:00:00;07:00:00;17:00:00;23:00;55;156;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005203;;Ja;1742;;;;;;;;;;;;;;;;;;;
1IBLJH75;19.03.2026 13:52;16;de;593322;19.03.2026 13:23;19.03.2026 13:52;;T2;Ja;24;;0 Tage;;1 Tag;13;2 Tage;39;Nein, aber ich plane in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;1;2;2;;5;5;6;6;5;4;5;6;3;5;5;;4;5;4;6;7;5;6;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;4 - stimmt völlig;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;;2 - stimmt teils-teils;;5;5;5;5;3;3;3;3;3;4;4;5;4;4;3;4;4;4;4;4;4;4;4;4;5;4;5;4;3;4;;4;4;4;3;3;4;4;3;1;2;2;1986;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;3000-4000 CHF;;IT;05:00:00;07:00:00;17:00:00;23:00;55;156;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005203;;Ja;1742;;;;;;;;;;;;;;;;;;;
NNHJ7XVG;19.03.2026 16:49;12;de;427904;19.03.2026 16:43;19.03.2026 16:49;;T3;Ja;24;Studien KI-App;0 Tage;;1 Tag;36;6 Tage;33;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;4;5;4;5;6;5;5;4;6;5;5;6;5;5;5;;3;4;5;7;5;7;7;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;2 - stimmt teils-teils;;1 - stimmt wenig;0 - stimmt gar nicht;0 - stimmt gar nicht;1 - stimmt wenig;;5;5;5;5;4;5;4;5;4;3;5;4;5;5;5;4;4;5;5;5;5;4;4;4;5;5;5;2;2;2;;5;4;5;5;3;4;4;2;;3;3;1986;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Selbständig;;3000-4000 CHF;;Büro;06:15:00;08:15:00;18:15:00;22:00;41;288;;Nein;;Ja;7;Selten;5;6;6;5;;5;6;4;6;3;4;5;4;4;3;5;6;7;5;6;4;5;5;Einfach zu nutzen;Manchmal zu allgemein;Nein;;SYS-005403;;Ja;394;;;;;;;;;;;;;;;;;;;
0FN9XUY4;19.03.2026 16:49;12;de;427904;19.03.2026 16:43;19.03.2026 16:49;;T3;Ja;24;Studien KI-App;0 Tage;;1 Tag;36;6 Tage;33;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;4;5;4;5;6;5;5;4;6;5;5;6;5;5;5;;3;4;5;7;5;7;7;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;2 - stimmt teils-teils;;1 - stimmt wenig;0 - stimmt gar nicht;0 - stimmt gar nicht;1 - stimmt wenig;;5;5;5;5;4;5;4;5;4;3;5;4;5;5;5;4;4;5;5;5;5;4;4;4;5;5;5;2;2;2;;5;4;5;5;3;4;4;2;;3;3;1986;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Selbständig;;3000-4000 CHF;;Büro;06:15:00;08:15:00;18:15:00;22:00;41;288;;Nein;;Ja;7;Selten;5;6;6;5;;5;6;4;6;3;4;5;4;4;3;5;6;7;5;6;4;5;5;Einfach zu nutzen;Manchmal zu allgemein;Nein;;SYS-005403;;Ja;394;;;;;;;;;;;;;;;;;;;
1IBLJH75;19.03.2026 16:49;12;de;427904;19.03.2026 16:43;19.03.2026 16:49;;T3;Ja;24;Studien KI-App;0 Tage;;1 Tag;36;6 Tage;33;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;4;5;4;5;6;5;5;4;6;5;5;6;5;5;5;;3;4;5;7;5;7;7;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;2 - stimmt teils-teils;;1 - stimmt wenig;0 - stimmt gar nicht;0 - stimmt gar nicht;1 - stimmt wenig;;5;5;5;5;4;5;4;5;4;3;5;4;5;5;5;4;4;5;5;5;5;4;4;4;5;5;5;2;2;2;;5;4;5;5;3;4;4;2;;3;3;1986;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Selbständig;;3000-4000 CHF;;Büro;06:15:00;08:15:00;18:15:00;22:00;41;288;;Nein;;Ja;7;Selten;5;6;6;5;;5;6;4;6;3;4;5;4;4;3;5;6;7;5;6;4;5;5;Einfach zu nutzen;Manchmal zu allgemein;Nein;;SYS-005403;;Ja;394;;;;;;;;;;;;;;;;;;;
LXO6QJIU;19.03.2026 10:31;13;de;576047;19.03.2026 10:04;19.03.2026 10:31;;T1;Ja;24;;0 Tage;;1 Tag;16;4 Tage;32;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;2;1;2;1;;5;6;5;4;;5;4;4;5;;;3;4;4;5;5;5;5;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;2 - stimmt teils-teils;4 - stimmt völlig;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;2 - stimmt teils-teils;;5;4;3;3;3;2;3;3;3;4;4;5;4;4;3;3;4;3;4;;;;;;4;4;4;2;4;4;;4;4;4;4;4;4;3;3;3;3;3;1987;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Angestellt;;4000-4500 CHF;;Bergbau in der Mine;06:15:00;08:00:00;20:00:00;24:15;45;198;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005004;;Ja;1668;;;;;;;;;;;;;;;;;;;
JV6OH9SD;19.03.2026 10:31;13;de;576047;19.03.2026 10:04;19.03.2026 10:31;;T1;Ja;24;;0 Tage;;1 Tag;16;4 Tage;32;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;2;1;2;1;;5;6;5;4;;5;4;4;5;;;3;4;4;5;5;5;5;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;2 - stimmt teils-teils;4 - stimmt völlig;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;2 - stimmt teils-teils;;5;4;3;3;3;2;3;3;3;4;4;5;4;4;3;3;4;3;4;;;;;;4;4;4;2;4;4;;4;4;4;4;4;4;3;3;3;3;3;1987;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Angestellt;;4000-4500 CHF;;Bergbau in der Mine;06:15:00;08:00:00;20:00:00;24:15;45;198;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005004;;Ja;1668;;;;;;;;;;;;;;;;;;;
BDW2PCN9;19.03.2026 10:31;13;de;576047;19.03.2026 10:04;19.03.2026 10:31;;T1;Ja;24;;0 Tage;;1 Tag;16;4 Tage;32;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;2;1;2;1;;5;6;5;4;;5;4;4;5;;;3;4;4;5;5;5;5;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;2 - stimmt teils-teils;4 - stimmt völlig;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;2 - stimmt teils-teils;;5;4;3;3;3;2;3;3;3;4;4;5;4;4;3;3;4;3;4;;;;;;4;4;4;2;4;4;;4;4;4;4;4;4;3;3;3;3;3;1987;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Angestellt;;4000-4500 CHF;;Bergbau in der Mine;06:15:00;08:00:00;20:00:00;24:15;45;198;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005004;;Ja;1668;;;;;;;;;;;;;;;;;;;
LXO6QJIU;19.03.2026 13:30;18;de;298895;19.03.2026 13:24;19.03.2026 13:30;;T2;Ja;24;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;3;3;;;;;;;;;;;;;;;;;;;;4;3;3;;;;;;;;;;;;;1987;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Studierend;;3000-4000 CHF;;Detailhandel;08:00:00;10:45:00;20:15:00;23:45;21;67;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005204;;Ja;385;;;;;;;;;;;;;;;;;;;
JV6OH9SD;19.03.2026 13:30;18;de;298895;19.03.2026 13:24;19.03.2026 13:30;;T2;Ja;24;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;3;3;;;;;;;;;;;;;;;;;;;;4;3;3;;;;;;;;;;;;;1987;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Studierend;;3000-4000 CHF;;Detailhandel;08:00:00;10:45:00;20:15:00;23:45;21;67;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005204;;Ja;385;;;;;;;;;;;;;;;;;;;
